title,main_author,publication_year,country,design,subpopulation_studied,condition_name,outcome_name,stat_name,findings
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Childhood abuse,Sexual risk behaviors,Relative Excess Risk due to Interaction,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Childhood abuse,HIV diagnosis,Relative Excess Risk due to Interaction,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Childhood abuse,Sexual risk behaviors,Regression analysis using summation score,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Childhood abuse,HIV diagnosis,Regression analysis using summation score,Taiwanese MSM were burdened with a high level of syndemic conditions and people experienceing more syndemic conditions were more likely to engage in condomless anal sex  or report a positive HIV status. Furthermore three 2-ways and two 3-ways interactive effects on HIV infection were identified
Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Black MSM,Depression,Engagement in exchange sex,Structural Equation Modeling,Ecological factors such as economic vulnerability and anti-Black or homophobic violence had an influence on situational sex (drug use during sex and exchange sex) via depression
Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Black MSM,Depression,Sexual risk behaviors,Structural Equation Modeling,Ecological factors such as economic vulnerability and anti-Black or homophobic violence had an influence on situational sex (drug use during sex and exchange sex) via depression
Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Black MSM,Substance use,Engagement in exchange sex,Structural Equation Modeling,Ecological factors such as economic vulnerability and anti-Black or homophobic violence had an influence on situational sex (drug use during sex and exchange sex) via depression
Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Black MSM,Substance use,Sexual risk behaviors,Structural Equation Modeling,Ecological factors such as economic vulnerability and anti-Black or homophobic violence had an influence on situational sex (drug use during sex and exchange sex) via depression
Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Black MSM,Violence,Engagement in exchange sex,Structural Equation Modeling,Ecological factors such as economic vulnerability and anti-Black or homophobic violence had an influence on situational sex (drug use during sex and exchange sex) via depression
Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Black MSM,Violence,Sexual risk behaviors,Structural Equation Modeling,Ecological factors such as economic vulnerability and anti-Black or homophobic violence had an influence on situational sex (drug use during sex and exchange sex) via depression
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,Depression,Sexual risk behaviors,Regression analysis using summation score,"This sample of male sex workers who have sex with men was burdened with a high prevalence of syndemic conditions. Furthermore, a higher count of syndemic condition was associated with higher odds of engaging in condomless anal sex"
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,Substance use,Sexual risk behaviors,Regression analysis using summation score,"This sample of male sex workers who have sex with men was burdened with a high prevalence of syndemic conditions. Furthermore, a higher count of syndemic condition was associated with higher odds of engaging in condomless anal sex"
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,CSA,Sexual risk behaviors,Regression analysis using summation score,"This sample of male sex workers who have sex with men was burdened with a high prevalence of syndemic conditions. Furthermore, a higher count of syndemic condition was associated with higher odds of engaging in condomless anal sex"
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,Polysubstance use,Sexual risk behaviors,Regression analysis using summation score,"This sample of male sex workers who have sex with men was burdened with a high prevalence of syndemic conditions. Furthermore, a higher count of syndemic condition was associated with higher odds of engaging in condomless anal sex"
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,Alcohol Use Disorder,Sexual risk behaviors,Regression analysis using summation score,"This sample of male sex workers who have sex with men was burdened with a high prevalence of syndemic conditions. Furthermore, a higher count of syndemic condition was associated with higher odds of engaging in condomless anal sex"
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,Violence,Sexual risk behaviors,Regression analysis using summation score,"This sample of male sex workers who have sex with men was burdened with a high prevalence of syndemic conditions. Furthermore, a higher count of syndemic condition was associated with higher odds of engaging in condomless anal sex"
Estimating HIV transmissions in a large U.S. clinic-based sample: effects of time and syndemic conditions.,Satyanarayana et al.,2021,USA,Longitudinal,MSM living with HIV,Depression,HIV transmission,Regression analysis using summation score,This study showed an effect of the number of syndemic conditions on HIV transmissions over and above time in care
Estimating HIV transmissions in a large U.S. clinic-based sample: effects of time and syndemic conditions.,Satyanarayana et al.,2021,USA,Longitudinal,MSM living with HIV,Anxiety,HIV transmission,Regression analysis using summation score,This study showed an effect of the number of syndemic conditions on HIV transmissions over and above time in care
